DOE_SCHOOL_CODE	DEEWR_ID	SCHOOL_NAME	LEVEL_OF_ SCHOOLING	SCHOOL_SPECIALITY_TYPE	YEAR_RANGES	PRESCHOOL_INDICATOR	SCHOOL_GENDER	TEACHING_STAFF	NON_TEACHING_STAFF	TOTAL_ENROLMENTS	PHONE	SCHOOL_EMAIL	FAX	LGA	ELECTORATE	FEDERAL_ELECTORATE	ADDRESS	SUBURB	POSTCODE	LATITUDE	LONGITUDE
4633	17211	Jerrabomberra Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	41	6	883	6299 8860	jerra-p.school@det.nsw.edu.au	6299 8863	Queanbeyan (C)	Monaro	Eden-Monaro	Coachwood Ave	Jerrabomberra 	2619	-35.38609	149.19847
2104	10405	Gundaroo Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	3	87	6236 8115	gundaroo-p.School@det.nsw.edu.au	6236 8181	Yass Valley (A)	Goulburn	Eden-Monaro	Lot St	Gundaroo 	2620	-35.029909	149.267076
2540	10262	Michelago Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	1	26	6235 9153	michelago-p.School@det.nsw.edu.au	6235 9034	Cooma-Monaro (A)	Monaro	Eden-Monaro	20 Ryrie Street	Michelago	2620	-35.705975	149.161716
2922	10408	Queanbeyan Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	46	11	801	6297 2144	queanbeyan-p.School@det.nsw.edu.au	6299 4282	Queanbeyan (C)	Monaro	Eden-Monaro	Isabella St	Queanbeyan 	2620	-35.357526	149.236154
3137	10411	Sutton Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	2	254	6230 3215	sutton-p.School@det.nsw.edu.au	6230 3327	Yass Valley (A)	Goulburn	Eden-Monaro	Bywong St	Sutton 	2620	-35.165611	149.254979
4127	10410	Queanbeyan West Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	24	7	366	6297 2020	queanbeyaw-p.School@det.nsw.edu.au	6299 4284	Queanbeyan (C)	Monaro	Eden-Monaro	Morton St	Queanbeyan 	2620	-35.348418	149.21574
4371	10406	Queanbeyan East Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	9	2	181	6297 2619	queanbeyae-p.School@det.nsw.edu.au	6299 4128	Queanbeyan (C)	Monaro	Eden-Monaro	Yass St	Queanbeyan 	2620	-35.34542	149.24613
4394	10409	Queanbeyan South Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	22	9	357	6297 3655	queanbeyas-p.School@det.nsw.edu.au	6299 3350	Queanbeyan (C)	Monaro	Eden-Monaro	Cameron Rd	Queanbeyan 	2620	-35.365541	149.228192
8216	10407	Queanbeyan High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	47	16	513.4	6297 2088	queanbeyan-h.School@det.nsw.edu.au	6299 4285	Queanbeyan (C)	Monaro	Eden-Monaro	Agnes Ave	Queanbeyan 	2620	-35.353243	149.220484
8524	6375	Karabar High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	135	28	1157	6298 4333	karabar-h.School@det.nsw.edu.au	6299 3035	Queanbeyan (C)	Monaro	Eden-Monaro	Donald Rd	Queanbeyan 	2620	-35.365337	149.224822
1421	10413	Bungendore Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	22	4	485	6238 1317	bungendore-p.School@det.nsw.edu.au	6238 1718	Palerang (A)	Monaro	Eden-Monaro	Gibraltar St	Bungendore 	2621	-35.255619	149.444628
1340	10415	Braidwood Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	27	10	415	4842 2249	braidwood-c.School@det.nsw.edu.au	4842 2501	Palerang (A)	Monaro	Eden-Monaro	Wilson St	Braidwood 	2622	-35.440595	149.798888
1502	10414	Captains Flat Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	41	6236 6253	captainsfl-p.school@det.nsw.edu.au	6236 6390	Palerang (A)	Monaro	Eden-Monaro	Montgomery St	Captains Flat	2623	-35.587192	149.450147
1347	10422	Bredbo Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	1	13	6454 4107	bredbo-p.School@det.nsw.edu.au	6454 4007	Cooma-Monaro (A)	Monaro	Eden-Monaro	Monaro Hwy	Bredbo 	2626	-35.95399	149.14797
2237	10423	Jindabyne Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	37	9	735.2	6456 2346	jindabyne-c.School@det.nsw.edu.au	6456 1082	Snowy River (A)	Monaro	Eden-Monaro	Park Rd	Jindabyne 	2627	-36.416703	148.618901
1206	10424	Berridale Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	3	61	6456 3228	berridale-p.School@det.nsw.edu.au	6456 3429	Snowy River (A)	Monaro	Eden-Monaro	Oliver St	Berridale 	2628	-36.371444	148.827209
1722	10429	Dalgety Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	29	6456 5031	dalgety-p.School@det.nsw.edu.au	6456 5141	Snowy River (A)	Monaro	Eden-Monaro	Cooma St	Dalgety	2628	-36.502746	148.836675
1007	10425	Adaminaby Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	20	6454 2265	adaminaby-p.School@det.nsw.edu.au	6454 2552	Snowy River (A)	Monaro	Eden-Monaro	9 Cosgrove Street	Adaminaby	2629	-35.993292	148.776721
1628	10428	Cooma Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	7	250	6452 1933	cooma-p.School@det.nsw.edu.au	6452 2980	Cooma-Monaro (A)	Monaro	Eden-Monaro	Commissioner St	Cooma 	2630	-36.237474	149.125034
2225	10430	Jerangle Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	3	14	6454 3127	jerangle-p.School@det.nsw.edu.au	6454 3177	Cooma-Monaro (A)	Monaro	Eden-Monaro	2892 Jerangle Road	Jerangle	2630	-35.871132	149.364268
3890	10427	Cooma North Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	15	4	321	6452 1742	coomanth-p.School@det.nsw.edu.au	6452 4267	Cooma-Monaro (A)	Monaro	Eden-Monaro	Baroona Ave	Cooma North 	2630	-36.217908	149.130576
3928	10426	Cabramurra Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	6	6454 9442	cabramurra-p.School@det.nsw.edu.au	6454 9447	Tumut Shire (A)	Albury	Eden-Monaro	Moolanda Place	Cabramurra 	2630	-35.931626	148.379008
8196	10431	Monaro High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	41	12	488	6452 4611	monaro-h.School@det.nsw.edu.au	6452 3629	Cooma-Monaro (A)	Monaro	Eden-Monaro	Mittagang Road	Cooma North	2630	-36.216655	149.134021
2752	10434	Nimmitabel Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	32	6454 6205	nimmitabel-p.School@det.nsw.edu.au	6454 6405	Cooma-Monaro (A)	Monaro	Eden-Monaro	Wolfe Street	Nimmitabel	2631	-36.510937	149.289599
1288	10436	Bombala Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	7	3	125	6458 3423	bombala-p.School@det.nsw.edu.au	6458 3376	Bombala (A)	Monaro	Eden-Monaro	8 Bright St	Bombala	2632	-36.918986	149.233792
8486	6374	Bombala High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	15	10	128	6458 3358	bombala-h.School@det.nsw.edu.au	6458 3866	Bombala (A)	Monaro	Eden-Monaro	Bright Street	Bombala 	2632	-36.917647	149.231927
1745	10437	Delegate Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	30	6458 8183	delegate-p.School@det.nsw.edu.au	6458 8260	Bombala (A)	Monaro	Eden-Monaro	Campbell St	Delegate 	2633	-37.041739	148.937215
1017	10441	Albury Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	30	4	593	02 6021 3849	albury-p.School@det.nsw.edu.au	02 6041 1265	Albury (C)	Albury	Farrer	481 David St	Albury 	2640	-36.082454	146.919253
1019	10442	Albury West Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	11	3	104	6021 2288	alburywest-p.School@det.nsw.edu.au	6041 3783	Albury (C)	Albury	Farrer	Mott St	Albury 	2640	-36.07783	146.895548
3208	10445	Thurgoona Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	18	4	407	6043 1244	thurgoona-p.School@det.nsw.edu.au	6043 2045	Albury (C)	Albury	Farrer	Bottlebrush St	Thurgoona 	2640	-36.047283	146.983289
3534	10444	Table Top Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	3	64	6026 2220	tabletop-p.School@det.nsw.edu.au	6026 2402	Albury (C)	Albury	Farrer	Hume Hwy	Table Top 	2640	-35.967573	147.007302
3922	10440	Albury North Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	21	4	279	6025 1730	alburynth-p.School@det.nsw.edu.au	6040 2326	Albury (C)	Albury	Farrer	868 Mate St	Albury 	2640	-36.064177	146.932402
4468	10443	Glenroy Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	3	202	6025 4044	glenroy-p.School@det.nsw.edu.au	6040 2344	Albury (C)	Albury	Farrer	Logan Rd	North Albury	2640	-36.05459	146.917314
5653	16282	Wewak Street School	Schools for Specific Purposes	Comprehensive	Medium / High Support needs	N	Coed	10	12	62	6040 6284	wewakst-s.School@det.nsw.edu.au	6040 2320	Albury (C)	Albury	Farrer	973 Wewak Street	North Albury	2640	-36.058451	146.929575
5744	16221	Kandeer School	Schools for Specific Purposes	Comprehensive	Emotional disturbance	N	Coed	4	6	17	6025 2832	kandeer-s.School@det.nsw.edu.au	6040 1143	Albury (C)	Albury	Farrer	412 Fallon St	North Albury	2640	-36.062278	146.927949
8101	10438	Albury High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	68	12	1005.8	6021 3488	albury-h.School@det.nsw.edu.au	6041 3782	Albury (C)	Albury	Farrer	Kiewa St	Albury 	2640	-36.072846	146.915442
8266	10439	James Fallon High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	55	15	681	(02) 6025 1688	jamesfallo-h.School@det.nsw.edu.au	(02) 6040 1993	Albury (C)	Albury	Farrer	400 Fallon Street	North Albury	2640	-36.060244	146.928971
2378	10448	Lavington Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	17	6	320	6025 1864	lavington-p.School@det.nsw.edu.au	6040 2325	Albury (C)	Albury	Farrer	497 Hague St	Lavington 	2641	-36.037411	146.928265
4168	10447	Lavington East Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	15	5	357	6025 1157	lavingtone-p.School@det.nsw.edu.au	02 6040 2332	Albury (C)	Albury	Farrer	518 Daly Street	Lavington	2641	-36.039323	146.948942
4407	10446	Hume Public School	Primary School	Comprehensive	Kinder to Year 6	Y	Coed	14	9	179	6025 1850	hume-p.School@det.nsw.edu.au	6025 4052	Albury (C)	Albury	Farrer	Parklands Cres	Lavington 	2641	-36.050352	146.947268
4523	10450	Springdale Heights Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	4	165	6025 6433	springdale-p.School@det.nsw.edu.au	6040 2328	Albury (C)	Albury	Farrer	25 Cardo Drive	Lavington 	2641	-36.031932	146.949684
8505	10449	Murray High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	53	13	685.2	6025 4711	murray-h.School@det.nsw.edu.au	6025 1367	Albury (C)	Albury	Farrer	Kaitlers Rd	Lavington 	2641	-36.035173	146.946383
1363	10451	Brocklesby Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	23	6029 4272	brocklesby-p.School@det.nsw.edu.au	6029 4239	Greater Hume Shire (A)	Albury	Farrer	65 Main St	Brocklesby	2642	-35.823911	146.677989
1453	10452	Burrumbuttock Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	2	36	6029 3253	burrumbutt-p.School@det.nsw.edu.au	6029 3235	Greater Hume Shire (A)	Albury	Farrer	Howlong Rd	Burrumbuttock 	2642	-35.837489	146.800049
1969	10453	Gerogery Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	3	12	6026 0514	gerogery-p.School@det.nsw.edu.au	6026 0676	Greater Hume Shire (A)	Albury	Farrer	East Gerogery Rd	Gerogery 	2642	-35.83213	146.998143
2239	10454	Jindera Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	11	3	201	6026 3280	jindera-p.School@det.nsw.edu.au	6026 3642	Greater Hume Shire (A)	Albury	Farrer	Dight Street	Jindera 	2642	-35.959036	146.886741
2933	10456	Rand Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	0	3	18	6029 5228	rand-p.School@det.nsw.edu.au	6029 5301	Urana (A)	Albury	Farrer	Cowal St	Rand 	2642	-35.596087	146.580442
3338	10457	Walbundrie Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	3	12	6029 9004	walbundrie-p.School@det.nsw.edu.au	6029 9002	Greater Hume Shire (A)	Albury	Farrer	Culcairn Rd	Walbundrie 	2642	-35.687427	146.726779
3556	10458	Yerong Creek Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	21	6920 3521	yerongck-p.School@det.nsw.edu.au	6920 3559	Lockhart (A)	Wagga Wagga	Riverina	Cole St	Yerong Creek 	2642	-35.386787	147.060987
4270	10455	Khancoban Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	1	19	6076 9445	khancoban-p.School@det.nsw.edu.au	6076 9501	Tumbarumba (A)	Albury	Eden-Monaro	21 Mitchell Ave	Khancoban 	2642	-36.21405	148.131142
2186	10459	Howlong Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	3	207	6026 5206	howlong-p.School@det.nsw.edu.au	6026 5900	Corowa Shire (A)	Albury	Farrer	Hawkins St	Howlong 	2643	-35.979939	146.636764
2170	16191	Holbrook Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	3	152	6036 2021	holbrook-p.School@det.nsw.edu.au	6036 2901	Greater Hume Shire (A)	Albury	Farrer	Albury St	Holbrook 	2644	-35.717853	147.318953
2662	10461	Mullengandra Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	3	7	6020 4227	mullengand-p.School@det.nsw.edu.au	6020 4270	Greater Hume Shire (A)	Albury	Farrer	Hume Hwy	Mullengandra 	2644	-35.900061	147.164683
3314	6515	Urana Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	28	6920 8005	urana-c.school@det.nsw.edu.au	6920 8103	Urana (A)	Albury	Farrer	62 William Street	Urana 	2645	-35.32746	146.267129
1658	10465	Corowa Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	4	274	6033 1606	corowa-p.School@det.nsw.edu.au	6033 4100	Corowa Shire (A)	Albury	Farrer	244 Honour Avenue	Corowa 	2646	-35.992545	146.3949
1659	10466	Corowa South Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	3	56	6033 1535	corowasth-p.School@det.nsw.edu.au	6033 4021	Corowa Shire (A)	Albury	Farrer	158 Hume St	Corowa 	2646	-36.020988	146.376176
2429	10468	Lowesdale Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	16	6035 8216	lowesdale-p.School@det.nsw.edu.au	6035 8219	Corowa Shire (A)	Albury	Farrer	Riverina Hwy	Lowesdale 	2646	-35.856229	146.368662
2791	6513	Oaklands Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	8	4	81.8	02 6035 4290	oaklands-c.school@det.nsw.edu.au	02 6035 4382	Urana (A)	Albury	Farrer	Coreen St Oaklands  NSW 2646	NULL	2646	-35.552669	146.171768
3041	10469	Savernake Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	3	16	6035 9422	savernake-p.School@det.nsw.edu.au	6035 9437	Corowa Shire (A)	Albury	Farrer	Riverina Hwy	Savernake	2646	-35.732197	146.047569
8308	10464	Corowa High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	36	7	372.8	6033 1889	corowa-h.School@det.nsw.edu.au	6033 4099	Corowa Shire (A)	Albury	Farrer	Redlands Rd	Corowa 	2646	-35.993008	146.381577
2667	10470	Mulwala Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	2	64	03 5744 3462	mulwala-p.School@det.nsw.edu.au	03 5743 1130	Corowa Shire (A)	Albury	Farrer	65 Melbourne Street	Mulwala	2647	-35.987094	146.006624
2893	10472	Pomona Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	2	32	03 5027 3486	pomona-p.School@det.nsw.edu.au	03 5027 3659	Wentworth (A)	Murray	Farrer	West Bank Darling River Pomona Rd	Pomona	2648	-34.025726	141.89493
3421	10474	Wentworth Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	6	5	129	03 5027 3146	wentworth-p.School@det.nsw.edu.au	03 5027 3778	Wentworth (A)	Murray	Farrer	93-107 Darling Street	Wentworth	2648	-34.103249	141.918751
3912	10471	Palinyewah Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	3	12	03 5027 9242	palinyewah-p.School@det.nsw.edu.au	03 5027 9342	Wentworth (A)	Murray	Farrer	Palinyewah Roadside Delivery	Wentworth	2648	-33.845011	142.012741
2357	10484	Lake Albert Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	24	9	507	6922 6400	lakealbert-p.School@det.nsw.edu.au	6926 2065	Wagga Wagga (C)	Wagga Wagga	Riverina	Main St	Lake Albert 	2650	-35.173563	147.37924
3330	10492	Wagga Wagga Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	23	4	414	6921 3398	waggawagga-p.School@det.nsw.edu.au	6921 8745	Wagga Wagga (C)	Wagga Wagga	Riverina	Gurwood St	Wagga Wagga 	2650	-35.10783	147.365841
3332	10491	North Wagga Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	3	252	6921 3533	northwagga-p.School@det.nsw.edu.au	6921 3459	Wagga Wagga (C)	Wagga Wagga	Riverina	Hampden Ave	Wagga Wagga	2650	-35.096215	147.379513
3333	10493	South Wagga Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	15	4	315	6921 2947	sthwagga-p.School@det.nsw.edu.au	6921 8746	Wagga Wagga (C)	Wagga Wagga	Riverina	140 Edward St	Wagga Wagga	2650	-35.119291	147.36681
4144	10489	Turvey Park Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	16	7	360	6925 2589	turveypark-p.School@det.nsw.edu.au	6925 1663	Wagga Wagga (C)	Wagga Wagga	Riverina	31 Halloran Street	Wagga Wagga 	2650	-35.129059	147.357531
4173	10483	Kooringal Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	23	7	456	6922 6443	kooringal-p.School@det.nsw.edu.au	6926 2034	Wagga Wagga (C)	Wagga Wagga	Riverina	Lake Albert Rd	Wagga Wagga 	2650	-35.148828	147.373239
4215	10485	Mount Austin Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	6	243	6925 2481	mtaustin-p.School@det.nsw.edu.au	6925 3974	Wagga Wagga (C)	Wagga Wagga	Riverina	Bourke St	Mount Austin 	2650	-35.135621	147.35123
4375	10475	Ashmont Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	4	214	6931 4944	ashmont-p.School@det.nsw.edu.au	6931 4320	Wagga Wagga (C)	Wagga Wagga	Riverina	Bardia St	Wagga Wagga 	2650	-35.124467	147.332815
4410	10488	Tolland Public School	Primary School	Comprehensive	Kinder to Year 6	Y	Coed	16	11	215	6931 1223	tolland-p.School@det.nsw.edu.au	6931 4312	Wagga Wagga (C)	Wagga Wagga	Riverina	Hawkes Place	Wagga Wagga 	2650	-35.146431	147.347641
4457	10486	Sturt Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	15	5	334	02 6922 5087	sturt-p.school@det.nsw.edu.au	02 6926 1243	Wagga Wagga (C)	Wagga Wagga	Riverina	70 White Avenue	Kooringal	2650	-35.13608	147.377439
5550	16294	Willans Hill School	Schools for Specific Purposes	Comprehensive	Medium / High Support needs	N	Coed	10	10	68	6925 1076	willanshil-s.School@det.nsw.edu.au	6925 3871	Wagga Wagga (C)	Wagga Wagga	Riverina	Lord Baden Powell Drive	Wagga Wagga 	2650	-35.126266	147.369416
5711	16315	Shepherds Park School	Schools for Specific Purposes	Comprehensive	Juvenile Justice establishment	N	Boys	10	10	33	6921 0195	shepherds-s.School@det.nsw.edu.au	6931 4360	Wagga Wagga (C)	Wagga Wagga	Riverina	129 Fernleigh Rd	Wagga Wagga 	2650	-35.130108	147.344225
5734	24088	Riverina Environmental Education Centre	Environmental Education Centre	Comprehensive	Environmental Education Centre (formerly Field Studies Centres)	N	Coed	2	2	NULL	6932 9134	riverina-e.School@det.nsw.edu.au	6931 5084	Wagga Wagga (C)	Wagga Wagga	Riverina	Cnr Sturt & Olympic Highway	Wagga Wagga 	2650	-35.124919	147.316837
5758	25674	The Bidgee School	Schools for Specific Purposes	Comprehensive	Behaviour Disorder	N	Coed	5	5	19	6925 4403	Thebidgee-s.School@det.nsw.edu.au	6925 5812	Wagga Wagga (C)	Wagga Wagga	Riverina	21 Mitchelmore St	Wagga Wagga 	2650	-35.124587	147.364173
8142	10490	Wagga Wagga High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	69	17	1012	6925 3611	waggawagga-h.School@det.nsw.edu.au	6925 5150	Wagga Wagga (C)	Wagga Wagga	Riverina	Coleman St	Wagga Wagga 	2650	-35.124438	147.364366
8407	6417	Mount Austin High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	48	17	514.2	6925 2801	mtaustin-h.School@det.nsw.edu.au	6925 5516	Wagga Wagga (C)	Wagga Wagga	Riverina	Leavenworth Drive	Wagga Wagga 	2650	-35.141908	147.353865
8483	10482	Kooringal High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	59	18	888.6	6922 5155	kooringal-h.School@det.nsw.edu.au	6922 3877	Wagga Wagga (C)	Wagga Wagga	Riverina	Ziegler Ave	Kooringal	2650	-35.142886	147.381528
1930	10480	Forest Hill Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	2	216	6922 7251	foresthill-p.school@det.nsw.edu.au	6922 7858	Wagga Wagga (C)	Wagga Wagga	Riverina	Sturt Hwy	Forest Hill	2651	-35.147875	147.467
1318	10494	Boree Creek Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	14	6927 1478	boreecreek-p.School@det.nsw.edu.au	6927 1476	Urana (A)	Albury	Farrer	Lockhart-Morundah Rd	Boree Creek 	2652	-35.105937	146.606338
1499	10506	Uranquinty Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	46	69229619	uranquinty-p.School@det.nsw.edu.au	69229883	Wagga Wagga (C)	Wagga Wagga	Riverina	Pearson Street	Uranquinty	2652	-35.188793	147.249486
1591	10495	Collingullie Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	27	6920 0165	collingull-p.School@det.nsw.edu.au	6920 0288	Wagga Wagga (C)	Wagga Wagga	Riverina	Urana St	Collingullie 	2652	-35.09019	147.127156
2035	10496	Goolgowi Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	3	55	6965 1207	goolgowi-p.School@det.nsw.edu.au	6965 1309	Carrathool (A)	Murray	Farrer	Penney St	Goolgowi 	2652	-33.97571	145.709221
